net,length_um
adder_inst.i_a\[7\],11.74µm
_0723_,11.72µm
_1773_,11.72µm
_2005_,11.72µm
_2485_,11.72µm
_3116_,11.72µm
_3451_,11.72µm
_0018_,11.7µm
_1085_,11.7µm
_3380_,11.7µm
_3496_,11.7µm
_2536_,11.68µm
_4132_,11.68µm
_0655_,11.66µm
_0833_,11.66µm
_0952_,11.66µm
_1224_,11.66µm
_1933_,11.66µm
_2088_,11.66µm
adder_inst.i_a\[2\],11.66µm
_0547_,11.64µm
_1185_,11.64µm
_2044_,11.64µm
_0544_,11.62µm
_1191_,11.62µm
_2135_,11.62µm
_1403_,11.6µm
_1512_,11.6µm
_2805_,11.6µm
_3349_,11.6µm
_0685_,11.58µm
_1835_,11.58µm
_2423_,11.58µm
_2759_,11.58µm
_0492_,11.56µm
_1451_,11.56µm
_2634_,11.56µm
_3309_,11.56µm
_3854_,11.56µm
_0869_,11.54µm
_1968_,11.54µm
_2077_,11.54µm
clknet_leaf_12_clk,11.54µm
_0808_,11.52µm
_1067_,11.52µm
_0729_,11.5µm
_0810_,11.5µm
_1680_,11.5µm
_2432_,11.5µm
_2811_,11.5µm
_0728_,11.46µm
_2712_,11.46µm
_3113_,11.46µm
_3771_,11.46µm
_3869_,11.46µm
_4213_,11.46µm
i_b[24],11.46µm
_2421_,11.45µm
_3803_,11.425µm
_0622_,11.42µm
_2417_,11.42µm
_1746_,11.405µm
_1926_,11.38µm
_2083_,11.38µm
_0916_,11.36µm
_1552_,11.36µm
_2840_,11.36µm
_3430_,11.36µm
_4157_,11.36µm
i_a[18],11.35µm
_0460_,11.34µm
_1257_,11.34µm
_1695_,11.34µm
_2524_,11.34µm
_2567_,11.34µm
_3738_,11.34µm
_0675_,11.32µm
_2169_,11.32µm
_3706_,11.32µm
_4092_,11.32µm
_2813_,11.3µm
_3062_,11.3µm
_3685_,11.3µm
_4491_,11.3µm
_1927_,11.29µm
_2050_,11.28µm
_2366_,11.28µm
_3535_,11.28µm
_1796_,11.275µm
_4420_,11.26µm
_1659_,11.24µm
_2848_,11.24µm
_4247_,11.24µm
adder_inst.i_b\[1\],11.24µm
mul_res\[17\],11.24µm
mul_res\[24\],11.24µm
_0680_,11.22µm
_1159_,11.22µm
_1594_,11.22µm
_2688_,11.22µm
_4510_,11.22µm
_4329_,11.21µm
_0488_,11.2µm
_2381_,11.2µm
_0805_,11.18µm
_1734_,11.18µm
_2793_,11.18µm
_1610_,11.16µm
_1853_,11.16µm
_2582_,11.16µm
_2825_,11.16µm
adder_inst.i_b\[8\],11.16µm
_0707_,11.14µm
_0796_,11.14µm
_0887_,11.14µm
_0691_,11.12µm
_1046_,11.12µm
_1980_,11.12µm
_1981_,11.12µm
_1995_,11.12µm
_2164_,11.12µm
_2372_,11.12µm
_2979_,11.12µm
_3407_,11.12µm
net88,11.12µm
_0941_,11.1µm
_4557_,11.1µm
mul_res\[20\],11.1µm
_1565_,11.08µm
_1624_,11.08µm
_2429_,11.08µm
_4473_,11.08µm
_2741_,11.06µm
_4006_,11.06µm
_4549_,11.06µm
_2235_,11.05µm
_1146_,11.04µm
_2163_,11.04µm
_3142_,11.04µm
_1963_,11.01µm
_1214_,11µm
_1486_,11µm
_2350_,11µm
_2928_,11µm
_3422_,11µm
i_a[14],11µm
i_a[29],11µm
i_b[27],11µm
i_vld,11µm
multiplier_inst.exp_final_r\[3\],11µm
opcode,11µm
net146,11µm
_3645_,10.98µm
_1097_,10.96µm
_2238_,10.96µm
_2324_,10.96µm
_4490_,10.96µm
_3541_,10.94µm
_3418_,10.91µm
_0946_,10.9µm
_1321_,10.9µm
multiplier_inst.exp_final_r\[6\],10.9µm
_0934_,10.88µm
_2251_,10.88µm
_2320_,10.88µm
_0665_,10.86µm
_0795_,10.86µm
_1200_,10.86µm
_1371_,10.86µm
_1609_,10.86µm
_2850_,10.86µm
_4009_,10.86µm
_1626_,10.84µm
_1814_,10.84µm
_0524_,10.82µm
_1172_,10.82µm
_1207_,10.82µm
_1725_,10.82µm
_2220_,10.82µm
_3723_,10.82µm
_1118_,10.8µm
_2020_,10.8µm
_2431_,10.8µm
_2935_,10.8µm
_4539_,10.8µm
_2957_,10.78µm
_3214_,10.78µm
_4486_,10.78µm
o_res[26],10.78µm
o_res[28],10.78µm
_0436_,10.77µm
_1553_,10.76µm
_3392_,10.76µm
_0441_,10.74µm
_0445_,10.74µm
_0476_,10.74µm
_0990_,10.74µm
_2145_,10.74µm
_4442_,10.74µm
_1003_,10.72µm
_1331_,10.72µm
_1392_,10.72µm
_3348_,10.72µm
_2144_,10.7µm
_1665_,10.68µm
_2711_,10.66µm
_4392_,10.66µm
net86,10.66µm
net646,10.65µm
_0569_,10.64µm
_0766_,10.64µm
_0568_,10.62µm
_0972_,10.62µm
_2404_,10.62µm
_2714_,10.62µm
_3769_,10.62µm
_3502_,10.6µm
_1535_,10.58µm
_3317_,10.58µm
_4381_,10.58µm
_2136_,10.56µm
mul_res\[22\],10.56µm
mul_res\[3\],10.56µm
_0639_,10.54µm
_1208_,10.54µm
_2448_,10.54µm
_2796_,10.54µm
_4478_,10.54µm
_0890_,10.52µm
_1561_,10.5µm
_2329_,10.5µm
_2702_,10.5µm
_0695_,10.48µm
_3740_,10.48µm
adder_inst.exp_b\[5\],10.48µm
_0479_,10.46µm
add_res\[21\],10.46µm
_2579_,10.45µm
_1049_,10.44µm
_3797_,10.44µm
net36,10.44µm
net749,10.44µm
_0734_,10.42µm
_0756_,10.42µm
_0767_,10.42µm
_2648_,10.42µm
_3053_,10.42µm
_3096_,10.42µm
_3260_,10.405µm
_1419_,10.4µm
_1457_,10.4µm
_1703_,10.4µm
_2273_,10.4µm
_3138_,10.4µm
_3194_,10.4µm
_4026_,10.4µm
mul_res\[9\],10.4µm
net95,10.4µm
net850,10.4µm
_1294_,10.38µm
_3753_,10.38µm
_4134_,10.36µm
net167,10.36µm
_1683_,10.34µm
_2911_,10.34µm
_3308_,10.34µm
_3742_,10.34µm
_0078_,10.32µm
_1328_,10.32µm
_1558_,10.32µm
_2319_,10.32µm
_3863_,10.32µm
o_res[24],10.32µm
o_res[30],10.32µm
o_res[31],10.32µm
_1393_,10.3µm
_1424_,10.3µm
_1487_,10.3µm
_1807_,10.3µm
_2419_,10.3µm
_2563_,10.3µm
_2650_,10.3µm
_0468_,10.28µm
_1478_,10.28µm
_1524_,10.28µm
_3297_,10.28µm
_0518_,10.26µm
_1604_,10.26µm
_2705_,10.26µm
_2856_,10.26µm
_2885_,10.26µm
_4337_,10.26µm
_0594_,10.24µm
_0980_,10.24µm
_1395_,10.24µm
_1573_,10.24µm
net597,10.24µm
_0787_,10.22µm
_2750_,10.22µm
_1111_,10.2µm
_1345_,10.2µm
_2407_,10.2µm
_4380_,10.2µm
_1259_,10.18µm
_4467_,10.18µm
_0173_,10.16µm
_0780_,10.16µm
_0861_,10.16µm
_3163_,10.16µm
_4346_,10.16µm
net117,10.16µm
_1344_,10.14µm
_1674_,10.14µm
_1897_,10.12µm
_2327_,10.12µm
_4359_,10.12µm
_4417_,10.12µm
_1252_,10.1µm
_2745_,10.1µm
net848,10.1µm
_0461_,10.08µm
_0602_,10.08µm
_1878_,10.08µm
_3321_,10.08µm
_3759_,10.08µm
_3972_,10.08µm
_4429_,10.08µm
_0458_,10.06µm
_1370_,10.06µm
_1644_,10.06µm
_1803_,10.06µm
_2906_,10.06µm
_3587_,10.06µm
_4120_,10.06µm
_4376_,10.06µm
_1288_,10.04µm
_1530_,10.04µm
_1827_,10.04µm
_2427_,10.04µm
_2629_,10.04µm
_2658_,10.04µm
clknet_leaf_23_clk,10.04µm
net596,10.04µm
_1394_,10.02µm
adder_inst.i_b\[22\],10.02µm
_1870_,10µm
_3668_,10µm
_4405_,10µm
_0824_,9.98µm
_0986_,9.98µm
_2209_,9.98µm
_4309_,9.98µm
net58,9.98µm
_0670_,9.97µm
_1175_,9.96µm
_1507_,9.96µm
_1929_,9.96µm
_2218_,9.96µm
_2325_,9.96µm
_3050_,9.96µm
_0586_,9.94µm
_0895_,9.94µm
_4448_,9.94µm
_4512_,9.94µm
adder_inst.i_b\[13\],9.94µm
_0903_,9.92µm
_0973_,9.92µm
_1360_,9.92µm
_1815_,9.92µm
_1918_,9.92µm
_2521_,9.92µm
_3011_,9.92µm
_1876_,9.9µm
_1975_,9.9µm
_2838_,9.9µm
_3012_,9.9µm
_3135_,9.9µm
_4027_,9.9µm
_4471_,9.9µm
_4513_,9.9µm
net579,9.9µm
net785,9.9µm
_0021_,9.88µm
adder_inst.i_b\[19\],9.88µm
_2196_,9.87µm
_0473_,9.86µm
_2406_,9.86µm
_2618_,9.86µm
_2669_,9.86µm
_3267_,9.86µm
_4114_,9.86µm
_4155_,9.86µm
adder_inst.sum_raw\[20\],9.86µm
o_res[22],9.86µm
o_res[23],9.86µm
o_res[25],9.86µm
o_res[27],9.86µm
o_res[29],9.86µm
net14,9.86µm
net817,9.86µm
_0026_,9.84µm
_2560_,9.84µm
_3082_,9.84µm
_3944_,9.84µm
_1582_,9.82µm
_1832_,9.82µm
_1945_,9.82µm
_2068_,9.82µm
_2122_,9.82µm
_2197_,9.82µm
_2300_,9.82µm
_2451_,9.82µm
_2854_,9.82µm
_0516_,9.8µm
_1264_,9.8µm
_1979_,9.8µm
adder_inst.i_a\[10\],9.8µm
_0451_,9.78µm
_0452_,9.78µm
_1422_,9.78µm
_4292_,9.78µm
_4441_,9.78µm
_0694_,9.76µm
_1397_,9.76µm
_3042_,9.76µm
_1978_,9.74µm
_2063_,9.74µm
_3294_,9.74µm
_3741_,9.74µm
_4061_,9.74µm
_4112_,9.74µm
multiplier_inst.man_final\[17\],9.74µm
net152,9.74µm
_0498_,9.72µm
_1522_,9.72µm
_2013_,9.72µm
_2261_,9.72µm
_3329_,9.72µm
_3376_,9.72µm
_4310_,9.72µm
_0467_,9.7µm
_2058_,9.7µm
_2666_,9.7µm
_3143_,9.7µm
_2675_,9.66µm
_1051_,9.64µm
_1658_,9.64µm
_1790_,9.64µm
_3717_,9.64µm
adder_inst.sum_raw\[6\],9.64µm
_1212_,9.625µm
_0846_,9.62µm
_0935_,9.62µm
_1165_,9.62µm
_1262_,9.62µm
_1302_,9.62µm
_1347_,9.62µm
_2437_,9.62µm
_2917_,9.62µm
_3109_,9.62µm
_3674_,9.62µm
_4222_,9.62µm
_0523_,9.6µm
_2999_,9.6µm
_3080_,9.6µm
_3910_,9.6µm
net657,9.6µm
_1278_,9.58µm
_1838_,9.58µm
_2131_,9.58µm
_2252_,9.58µm
_2452_,9.58µm
_2585_,9.58µm
_1812_,9.54µm
_2956_,9.54µm
_3969_,9.54µm
_4051_,9.54µm
_4273_,9.54µm
_1283_,9.52µm
_1907_,9.52µm
_3346_,9.52µm
add_res\[2\],9.52µm
net8,9.52µm
_0504_,9.5µm
_0797_,9.5µm
_0842_,9.5µm
_2314_,9.5µm
_2600_,9.5µm
_2615_,9.5µm
_2691_,9.5µm
_3013_,9.5µm
_3416_,9.5µm
net712,9.5µm
_0010_,9.48µm
_0578_,9.48µm
_2181_,9.48µm
_2226_,9.48µm
_2387_,9.48µm
_2808_,9.48µm
_1000_,9.46µm
_2336_,9.46µm
_3147_,9.44µm
_3720_,9.44µm
_4366_,9.44µm
adder_inst.man_a_r\[11\],9.44µm
_3045_,9.42µm
_3940_,9.42µm
_0537_,9.4µm
_0625_,9.4µm
_0693_,9.4µm
_1576_,9.4µm
_2185_,9.4µm
_3137_,9.4µm
_4154_,9.4µm
_4206_,9.4µm
_4484_,9.4µm
multiplier_inst.man_final\[15\],9.4µm
net100,9.4µm
_0470_,9.38µm
_1048_,9.38µm
_1516_,9.38µm
_1881_,9.38µm
_2017_,9.38µm
_2470_,9.38µm
_2537_,9.38µm
_2988_,9.38µm
_3027_,9.38µm
_4545_,9.38µm
i_a[15],9.37µm
_0475_,9.36µm
_1595_,9.36µm
_1898_,9.36µm
_2551_,9.36µm
_2869_,9.36µm
_3532_,9.36µm
_3935_,9.36µm
_4369_,9.36µm
_0904_,9.35µm
_1525_,9.34µm
_1972_,9.34µm
_3643_,9.34µm
_0835_,9.32µm
_1242_,9.32µm
_1540_,9.32µm
_2474_,9.32µm
_3560_,9.32µm
_3567_,9.32µm
_0715_,9.3µm
_1086_,9.3µm
_2267_,9.3µm
_3103_,9.3µm
_1942_,9.295µm
_0966_,9.28µm
_1492_,9.28µm
_1770_,9.28µm
_2047_,9.28µm
_2051_,9.28µm
_2335_,9.28µm
_2525_,9.28µm
_2883_,9.28µm
_3183_,9.28µm
net829,9.28µm
_0431_,9.26µm
_0931_,9.26µm
_1324_,9.26µm
_2132_,9.26µm
_2422_,9.26µm
_2476_,9.26µm
_3872_,9.26µm
_3842_,9.255µm
_2104_,9.25µm
_0543_,9.24µm
_2166_,9.24µm
_2460_,9.24µm
_2647_,9.24µm
_3110_,9.235µm
_2076_,9.22µm
_3193_,9.22µm
_0127_,9.21µm
_2282_,9.205µm
_1755_,9.2µm
_2106_,9.2µm
_3747_,9.2µm
_3781_,9.2µm
multiplier_inst.man_final\[20\],9.2µm
_2912_,9.18µm
i_b[5],9.17µm
_0965_,9.16µm
_1519_,9.16µm
_2603_,9.16µm
_3073_,9.16µm
_4540_,9.16µm
net41,9.16µm
_1083_,9.14µm
_2689_,9.14µm
_3902_,9.14µm
_0482_,9.12µm
_1531_,9.12µm
_1894_,9.12µm
_2862_,9.12µm
_3654_,9.12µm
_3671_,9.12µm
_1243_,9.115µm
_3052_,9.105µm
_3689_,9.1µm
net721,9.1µm
_0525_,9.08µm
multiplier_inst.exp_final\[2\],9.08µm
_0513_,9.07µm
_2189_,9.07µm
_1110_,9.06µm
_1337_,9.06µm
_4138_,9.06µm
_1176_,9.04µm
_1322_,9.04µm
_1453_,9.04µm
_2219_,9.04µm
_2304_,9.04µm
_3295_,9.04µm
_0168_,9.03µm
_0573_,9.02µm
_1899_,9.02µm
_2939_,9.02µm
_3070_,9.02µm
_3337_,9.02µm
adder_inst.exp_a\[5\],9.02µm
_0704_,9µm
_0924_,9µm
_2035_,9µm
_3083_,9µm
_3523_,9µm
_0006_,8.98µm
_1014_,8.98µm
_4413_,8.98µm
_4530_,8.98µm
_1272_,8.96µm
_3156_,8.96µm
_3265_,8.96µm
_3495_,8.96µm
_4085_,8.96µm
_0771_,8.94µm
_1218_,8.94µm
_1230_,8.94µm
_2142_,8.94µm
_2860_,8.94µm
_4253_,8.94µm
_4330_,8.94µm
_1087_,8.92µm
_2123_,8.92µm
_3942_,8.92µm
_0494_,8.9µm
_0592_,8.9µm
_0922_,8.9µm
_1391_,8.9µm
_1518_,8.9µm
_2040_,8.9µm
_2831_,8.9µm
_2987_,8.9µm
_3384_,8.9µm
_3682_,8.9µm
_4555_,8.9µm
net83,8.9µm
_1329_,8.89µm
_2861_,8.88µm
_3925_,8.88µm
_3999_,8.88µm
_3582_,8.865µm
_0487_,8.86µm
_0666_,8.86µm
_0988_,8.86µm
_3350_,8.86µm
_2842_,8.84µm
_0501_,8.82µm
_0732_,8.82µm
_0809_,8.82µm
_1166_,8.82µm
_1633_,8.82µm
_1739_,8.82µm
_2019_,8.82µm
_2023_,8.82µm
_2408_,8.82µm
_2640_,8.82µm
_4388_,8.82µm
_4497_,8.82µm
_1839_,8.81µm
_0500_,8.8µm
_0886_,8.8µm
_1653_,8.8µm
_1669_,8.8µm
_1833_,8.8µm
_2323_,8.8µm
_2791_,8.8µm
_1359_,8.78µm
_1420_,8.78µm
_2084_,8.78µm
_2334_,8.78µm
_2617_,8.78µm
_2687_,8.78µm
_2726_,8.78µm
_3203_,8.78µm
_3686_,8.78µm
net739,8.78µm
_1236_,8.76µm
_1637_,8.76µm
_2595_,8.76µm
_3748_,8.76µm
_4338_,8.745µm
_1757_,8.74µm
_4197_,8.74µm
i_a[4],8.73µm
_0618_,8.72µm
_3708_,8.72µm
i_b[16],8.71µm
_0736_,8.7µm
_0975_,8.7µm
_1201_,8.7µm
_1990_,8.7µm
_2376_,8.7µm
_2649_,8.7µm
_2775_,8.7µm
_3737_,8.7µm
_2602_,8.68µm
_3816_,8.68µm
_4435_,8.68µm
_0882_,8.66µm
_2167_,8.66µm
_2243_,8.66µm
_3177_,8.66µm
add_res\[28\],8.66µm
_0854_,8.62µm
_3500_,8.62µm
_4286_,8.62µm
add_res\[8\],8.62µm
net11,8.62µm
_0001_,8.6µm
_0802_,8.6µm
_1307_,8.6µm
_2639_,8.6µm
_3417_,8.6µm
_3824_,8.6µm
_4233_,8.6µm
_4550_,8.6µm
add_res\[5\],8.6µm
multiplier_inst.man_final_r\[4\],8.6µm
multiplier_inst.man_final_r\[9\],8.6µm
_0969_,8.58µm
_1017_,8.58µm
_1300_,8.58µm
_1361_,8.58µm
_1461_,8.58µm
_1681_,8.58µm
_1737_,8.58µm
_1892_,8.58µm
_2078_,8.58µm
_2313_,8.58µm
_2416_,8.58µm
_2475_,8.58µm
_2652_,8.58µm
_3315_,8.58µm
_1495_,8.57µm
_0748_,8.56µm
_2747_,8.56µm
_3239_,8.56µm
_4126_,8.56µm
_4390_,8.56µm
add_res\[0\],8.56µm
net651,8.56µm
_2829_,8.54µm
_1471_,8.52µm
_2039_,8.52µm
_2380_,8.52µm
_2441_,8.52µm
_4175_,8.52µm
o_res[1],8.51µm
_2756_,8.5µm
_2968_,8.5µm
_4460_,8.5µm
_4475_,8.5µm
_0864_,8.48µm
_1784_,8.48µm
_2318_,8.48µm
_2785_,8.48µm
_4303_,8.48µm
_0577_,8.46µm
_0953_,8.46µm
_1248_,8.46µm
_1306_,8.46µm
_2823_,8.46µm
net109,8.46µm
_0978_,8.44µm
_1016_,8.44µm
_1670_,8.44µm
_2008_,8.44µm
_2277_,8.44µm
_2430_,8.44µm
_2562_,8.44µm
_3112_,8.44µm
_3120_,8.44µm
_4125_,8.43µm
_1621_,8.42µm
_1707_,8.42µm
_0876_,8.4µm
_1485_,8.4µm
_2804_,8.4µm
_3800_,8.4µm
i_a[5],8.39µm
_0462_,8.38µm
_0905_,8.38µm
_2085_,8.38µm
_3772_,8.38µm
_1799_,8.37µm
i_b[9],8.37µm
_0511_,8.36µm
_0539_,8.36µm
_1052_,8.36µm
_1318_,8.36µm
_1564_,8.36µm
_1866_,8.36µm
_2997_,8.36µm
_3300_,8.36µm
_3750_,8.36µm
_3776_,8.36µm
_4524_,8.36µm
_0538_,8.34µm
_1043_,8.34µm
_2764_,8.34µm
_2824_,8.34µm
_3558_,8.34µm
_3531_,8.335µm
_4288_,8.33µm
_0712_,8.32µm
_1581_,8.32µm
_1729_,8.32µm
_2066_,8.32µm
_4553_,8.32µm
_1440_,8.28µm
net735,8.28µm
_2768_,8.27µm
_1936_,8.26µm
_2731_,8.26µm
_2855_,8.26µm
net736,8.26µm
_1727_,8.24µm
_2279_,8.24µm
_2289_,8.24µm
_2359_,8.24µm
_2645_,8.24µm
_3231_,8.24µm
_1362_,8.22µm
_1354_,8.2µm
_1630_,8.2µm
_1902_,8.2µm
_2188_,8.2µm
_2663_,8.2µm
_2737_,8.2µm
multiplier_inst.exp_final_r\[1\],8.2µm
_3009_,8.18µm
_3458_,8.16µm
_3537_,8.16µm
_4259_,8.16µm
mul_res\[4\],8.16µm
_0005_,8.14µm
_0033_,8.14µm
_0928_,8.14µm
_1744_,8.14µm
_3450_,8.14µm
net732,8.14µm
_3691_,8.13µm
_1511_,8.125µm
_0424_,8.12µm
_0551_,8.12µm
_0816_,8.12µm
_1204_,8.12µm
_1783_,8.12µm
_2006_,8.12µm
_2162_,8.12µm
_2458_,8.12µm
_2690_,8.12µm
_3953_,8.12µm
_4431_,8.12µm
_0022_,8.1µm
_1029_,8.1µm
_1220_,8.1µm
_1625_,8.1µm
_1923_,8.1µm
_4244_,8.1µm
_4324_,8.1µm
adder_inst.sign_b_r,8.1µm
net638,8.1µm
_2420_,8.095µm
_1966_,8.08µm
_2204_,8.08µm
_2398_,8.08µm
_2677_,8.08µm
_3457_,8.08µm
_0017_,8.06µm
_0469_,8.06µm
_0613_,8.06µm
_0893_,8.06µm
_1178_,8.06µm
_2532_,8.06µm
_2740_,8.06µm
_3612_,8.06µm
net643,8.06µm
_0054_,8.04µm
_4241_,8.04µm
net834,8.04µm
i_b[1],8.03µm
_0486_,8.02µm
_0636_,8.02µm
_0770_,8.02µm
_2812_,8.02µm
_3339_,8.02µm
_4029_,8.02µm
_4336_,8.02µm
net614,8.02µm
_1055_,8µm
_1380_,8µm
_2919_,8µm
_3425_,8µm
net615,8µm
_0879_,7.98µm
_1001_,7.98µm
_1390_,7.98µm
_1502_,7.98µm
_1765_,7.98µm
_1891_,7.98µm
_3618_,7.98µm
_3649_,7.98µm
_3768_,7.98µm
_3805_,7.98µm
adder_inst.i_b\[6\],7.98µm
net559,7.98µm
net606,7.98µm
_2920_,7.965µm
_1006_,7.96µm
adder_inst.i_a\[4\],7.96µm
_0633_,7.94µm
_0821_,7.94µm
_1182_,7.94µm
_3608_,7.94µm
_2285_,7.93µm
_0726_,7.925µm
_0425_,7.92µm
_2779_,7.92µm
_2923_,7.905µm
_0788_,7.9µm
_1643_,7.9µm
_1675_,7.9µm
_2172_,7.9µm
_2815_,7.9µm
_2877_,7.9µm
_3335_,7.9µm
_4533_,7.9µm
_2116_,7.89µm
_3275_,7.885µm
_2266_,7.88µm
_2386_,7.88µm
_0574_,7.86µm
_1221_,7.86µm
_2514_,7.86µm
_2561_,7.86µm
_2900_,7.86µm
_4517_,7.86µm
_4552_,7.86µm
adder_inst.i_a\[3\],7.86µm
_3482_,7.82µm
_3817_,7.82µm
_4202_,7.82µm
net846,7.82µm
_2302_,7.8µm
_3581_,7.8µm
multiplier_inst.exp_final\[6\],7.8µm
_2268_,7.79µm
_0088_,7.78µm
_0706_,7.78µm
_1287_,7.78µm
_1341_,7.78µm
_1566_,7.78µm
_1804_,7.78µm
_2061_,7.78µm
_2709_,7.78µm
_3014_,7.78µm
_4185_,7.78µm
_4525_,7.78µm
_0584_,7.76µm
_0612_,7.76µm
net663,7.76µm
_0579_,7.74µm
_1177_,7.74µm
_2659_,7.74µm
_3064_,7.74µm
_3746_,7.74µm
_3751_,7.74µm
_0384_,7.73µm
_0039_,7.72µm
_2283_,7.72µm
_0856_,7.7µm
_4164_,7.7µm
_4382_,7.7µm
adder_inst.sum_raw\[9\],7.7µm
mul_res\[7\],7.7µm
i_a[3],7.69µm
i_b[10],7.69µm
i_b[19],7.69µm
i_b[22],7.69µm
i_b[7],7.69µm
_0493_,7.68µm
_0646_,7.68µm
_1327_,7.68µm
_2227_,7.68µm
_2241_,7.68µm
_3794_,7.68µm
_3886_,7.68µm
net831,7.68µm
_0474_,7.66µm
_0758_,7.66µm
_0782_,7.66µm
_1053_,7.66µm
_1203_,7.66µm
_1417_,7.66µm
_1425_,7.66µm
_2501_,7.66µm
_2593_,7.66µm
_2665_,7.66µm
_3000_,7.66µm
_3330_,7.66µm
_4464_,7.66µm
_0818_,7.64µm
_0999_,7.64µm
_1320_,7.64µm
