net,length_um
_1356_,7.64µm
_1449_,7.64µm
_1719_,7.64µm
_2807_,7.64µm
_2846_,7.64µm
_3900_,7.64µm
_3958_,7.64µm
add_res\[24\],7.64µm
net611,7.64µm
_1748_,7.62µm
_2405_,7.62µm
_0020_,7.6µm
_0053_,7.6µm
_1095_,7.6µm
_3515_,7.6µm
_3610_,7.6µm
mul_res\[2\],7.6µm
net32,7.6µm
net678,7.6µm
_1738_,7.59µm
_0803_,7.58µm
_2326_,7.58µm
_2577_,7.58µm
_3577_,7.58µm
o_res[21],7.57µm
_1601_,7.56µm
_1795_,7.56µm
_1868_,7.56µm
_1910_,7.56µm
_2028_,7.56µm
_2192_,7.56µm
_2343_,7.56µm
_2924_,7.56µm
_3542_,7.56µm
_3784_,7.56µm
_3829_,7.56µm
_4446_,7.56µm
_2672_,7.54µm
_2720_,7.54µm
_2760_,7.54µm
_2914_,7.54µm
_4520_,7.54µm
_4531_,7.54µm
net693,7.54µm
_0430_,7.52µm
_0721_,7.52µm
_1062_,7.52µm
_1506_,7.52µm
_2287_,7.52µm
_2447_,7.52µm
_2529_,7.52µm
_2637_,7.52µm
_3228_,7.52µm
_3377_,7.52µm
_4451_,7.52µm
_2151_,7.5µm
_3866_,7.5µm
_3840_,7.48µm
i_b[11],7.47µm
_2264_,7.46µm
_3806_,7.46µm
_4264_,7.45µm
_1366_,7.44µm
_1400_,7.44µm
_1423_,7.44µm
_2045_,7.44µm
_2995_,7.44µm
_3325_,7.44µm
_3809_,7.44µm
_0472_,7.42µm
_2959_,7.42µm
_2382_,7.4µm
_2424_,7.4µm
_2507_,7.4µm
net557,7.4µm
_3420_,7.385µm
o_res[5],7.37µm
_2915_,7.36µm
adder_inst.sign_sum_r,7.36µm
i_b[12],7.35µm
i_b[8],7.35µm
_4508_,7.34µm
adder_inst.man_a_r\[1\],7.34µm
_1698_,7.32µm
_2100_,7.32µm
_2125_,7.32µm
_2278_,7.32µm
_2884_,7.32µm
_4554_,7.32µm
_2721_,7.305µm
_0194_,7.3µm
_1197_,7.3µm
_1781_,7.3µm
_1847_,7.3µm
_0527_,7.28µm
_1026_,7.28µm
_1724_,7.28µm
_2361_,7.28µm
_2454_,7.28µm
_2880_,7.28µm
_3914_,7.28µm
_0843_,7.25µm
_3828_,7.25µm
_2245_,7.24µm
o_res[20],7.23µm
_0634_,7.22µm
_2967_,7.22µm
_3271_,7.22µm
add_res\[17\],7.22µm
add_res\[3\],7.22µm
net724,7.22µm
_0570_,7.2µm
_0909_,7.2µm
_1578_,7.2µm
_1756_,7.2µm
_1985_,7.2µm
_3667_,7.2µm
_4001_,7.2µm
net824,7.2µm
_0000_,7.18µm
_0024_,7.18µm
_0637_,7.18µm
_0959_,7.18µm
_1112_,7.18µm
_1282_,7.18µm
_1438_,7.18µm
_1682_,7.18µm
_1886_,7.18µm
_1988_,7.18µm
_2344_,7.18µm
_3108_,7.18µm
_4364_,7.18µm
add_res\[15\],7.18µm
add_res\[1\],7.18µm
mul_res\[16\],7.18µm
_0817_,7.16µm
_2237_,7.16µm
_2899_,7.16µm
net72,7.14µm
net93,7.14µm
net98,7.14µm
_1270_,7.12µm
_1454_,7.12µm
_2680_,7.12µm
_3557_,7.12µm
_4516_,7.12µm
_1183_,7.1µm
_1843_,7.1µm
_2293_,7.1µm
_2462_,7.1µm
_2782_,7.1µm
adder_inst.i_a\[14\],7.1µm
net153,7.1µm
_0145_,7.08µm
_0947_,7.08µm
_1255_,7.08µm
_2027_,7.08µm
_2788_,7.08µm
_3548_,7.08µm
_3630_,7.08µm
_4468_,7.08µm
_4070_,7.065µm
_0860_,7.06µm
_0981_,7.06µm
_1077_,7.06µm
_1136_,7.06µm
_1378_,7.06µm
_1587_,7.06µm
_1732_,7.06µm
_2018_,7.06µm
_2383_,7.06µm
_2464_,7.06µm
_2660_,7.06µm
_3319_,7.06µm
_3821_,7.06µm
_4209_,7.06µm
_4356_,7.06µm
net576,7.06µm
net653,7.06µm
_2354_,7.05µm
i_a[16],7.03µm
i_a[22],7.03µm
i_b[15],7.03µm
i_a[9],7.01µm
i_b[14],7.01µm
i_b[6],7.01µm
o_res[4],7.01µm
_0686_,7µm
_1187_,7µm
_1261_,7µm
_1961_,7µm
_2124_,7µm
_2904_,7µm
_0555_,6.98µm
_0830_,6.98µm
_1181_,6.98µm
_1263_,6.98µm
_1460_,6.98µm
_1692_,6.98µm
_1846_,6.98µm
_1873_,6.98µm
_2175_,6.98µm
_3988_,6.98µm
_4463_,6.98µm
_4535_,6.98µm
net720,6.98µm
_3016_,6.97µm
_0442_,6.96µm
_0645_,6.96µm
_0684_,6.96µm
_0974_,6.96µm
_1743_,6.96µm
_2619_,6.96µm
_0837_,6.94µm
_1219_,6.94µm
_2948_,6.94µm
_4401_,6.94µm
_4526_,6.94µm
_1648_,6.93µm
i_a[21],6.91µm
_0505_,6.9µm
_0596_,6.9µm
_0702_,6.9µm
_4168_,6.9µm
_0611_,6.89µm
_1588_,6.89µm
_2284_,6.89µm
o_res[19],6.89µm
_0608_,6.88µm
_0831_,6.88µm
_2137_,6.88µm
_3078_,6.88µm
net728,6.88µm
_0711_,6.86µm
_1717_,6.86µm
_1987_,6.86µm
_2744_,6.86µm
_2857_,6.86µm
_1215_,6.85µm
_1244_,6.84µm
_1556_,6.84µm
_0324_,6.82µm
_1584_,6.82µm
_3130_,6.82µm
_4415_,6.82µm
_1433_,6.815µm
_2816_,6.78µm
_4122_,6.78µm
adder_inst.sum_raw\[12\],6.78µm
_2518_,6.76µm
_2592_,6.76µm
_2620_,6.76µm
_2843_,6.76µm
_3040_,6.76µm
_3131_,6.76µm
_3440_,6.76µm
add_res\[12\],6.76µm
add_res\[13\],6.76µm
adder_inst.i_a\[19\],6.76µm
multiplier_inst.man_final_r\[10\],6.76µm
_0580_,6.74µm
_0585_,6.74µm
_1194_,6.74µm
_1536_,6.74µm
_1849_,6.74µm
_2494_,6.74µm
_2908_,6.74µm
_3301_,6.74µm
_3916_,6.74µm
_4057_,6.74µm
_4069_,6.74µm
_4248_,6.74µm
_4406_,6.74µm
_3454_,6.73µm
_0624_,6.72µm
_0930_,6.72µm
_1560_,6.72µm
_1586_,6.72µm
_1614_,6.72µm
_2014_,6.72µm
_2274_,6.72µm
_2286_,6.72µm
_2351_,6.72µm
_2685_,6.72µm
_3660_,6.72µm
_3913_,6.72µm
_4208_,6.72µm
net62,6.72µm
net797,6.72µm
_0120_,6.71µm
_2876_,6.7µm
_3072_,6.7µm
_3820_,6.695µm
_1426_,6.68µm
i_a[10],6.67µm
i_b[20],6.67µm
i_b[21],6.67µm
o_res[17],6.67µm
o_res[8],6.67µm
_2003_,6.66µm
_2379_,6.66µm
_2657_,6.66µm
_2717_,6.66µm
_0948_,6.64µm
_1477_,6.64µm
_1612_,6.64µm
_2259_,6.64µm
_2265_,6.64µm
_2655_,6.64µm
_3592_,6.64µm
mul_res\[11\],6.64µm
net569,6.64µm
_0643_,6.62µm
_1632_,6.62µm
_2993_,6.62µm
_3812_,6.62µm
_3868_,6.62µm
_4040_,6.62µm
_4527_,6.62µm
add_res\[27\],6.62µm
_0804_,6.6µm
_0827_,6.6µm
_0939_,6.6µm
_1130_,6.6µm
_1160_,6.6µm
_1484_,6.6µm
_1754_,6.6µm
_2765_,6.6µm
_3124_,6.6µm
_3616_,6.6µm
_3684_,6.6µm
_4360_,6.6µm
net80,6.6µm
net733,6.6µm
net826,6.6µm
_2355_,6.58µm
_2341_,6.575µm
_2780_,6.575µm
_0512_,6.54µm
_3510_,6.54µm
_3882_,6.54µm
_4156_,6.54µm
net772,6.54µm
net791,6.54µm
_0713_,6.52µm
_2138_,6.52µm
_2311_,6.52µm
_2627_,6.52µm
_2632_,6.52µm
_2922_,6.52µm
_3468_,6.52µm
_4312_,6.52µm
_0510_,6.5µm
_0629_,6.5µm
_0735_,6.5µm
_3274_,6.5µm
_3692_,6.5µm
_4459_,6.5µm
net774,6.5µm
_2505_,6.485µm
_0877_,6.48µm
_1015_,6.48µm
_1325_,6.48µm
_2676_,6.48µm
_2681_,6.48µm
multiplier_inst.man_final_r\[21\],6.48µm
_0152_,6.45µm
i_a[6],6.45µm
_0485_,6.44µm
_4411_,6.44µm
multiplier_inst.man_final_r\[14\],6.44µm
multiplier_inst.man_final_r\[8\],6.44µm
_2515_,6.42µm
_0781_,6.4µm
_0891_,6.4µm
_1032_,6.4µm
_1265_,6.4µm
_2374_,6.4µm
_2388_,6.4µm
_2457_,6.4µm
_3459_,6.4µm
net574,6.385µm
_0483_,6.38µm
_0533_,6.38µm
_2547_,6.38µm
net65,6.38µm
_2469_,6.36µm
_2950_,6.36µm
_4080_,6.36µm
_4326_,6.36µm
_4395_,6.36µm
i_a[12],6.33µm
i_b[3],6.33µm
i_b[4],6.33µm
_1580_,6.32µm
_2375_,6.32µm
_2934_,6.32µm
_4144_,6.32µm
multiplier_inst.man_final\[5\],6.32µm
_0742_,6.31µm
_0710_,6.3µm
_0940_,6.3µm
_1501_,6.3µm
_1583_,6.3µm
_3553_,6.3µm
_3703_,6.3µm
_3765_,6.3µm
_4105_,6.3µm
_4128_,6.3µm
_4211_,6.3µm
_4437_,6.3µm
add_res\[22\],6.3µm
_0651_,6.28µm
_1005_,6.28µm
_1101_,6.28µm
_1489_,6.28µm
_2786_,6.28µm
_4030_,6.28µm
_4062_,6.28µm
_4403_,6.28µm
_4423_,6.28µm
_0072_,6.26µm
_0826_,6.26µm
_1066_,6.26µm
_1266_,6.26µm
_2263_,6.26µm
_2539_,6.26µm
_2725_,6.26µm
_2845_,6.26µm
_2949_,6.26µm
_3058_,6.26µm
_3516_,6.26µm
_3735_,6.26µm
_4362_,6.26µm
_4559_,6.26µm
multiplier_inst.exp_final_r\[4\],6.26µm
_4076_,6.24µm
net89,6.24µm
net558,6.23µm
_1186_,6.22µm
_1234_,6.22µm
o_res[10],6.21µm
o_res[9],6.21µm
_0434_,6.2µm
_2062_,6.2µm
_3075_,6.2µm
_0432_,6.18µm
_1024_,6.18µm
_1346_,6.18µm
_1797_,6.18µm
_1953_,6.18µm
_2109_,6.18µm
_2503_,6.18µm
_3331_,6.18µm
_3601_,6.18µm
_3802_,6.18µm
_3992_,6.18µm
_0885_,6.16µm
_0921_,6.16µm
_1427_,6.16µm
_1634_,6.16µm
_2210_,6.16µm
_2272_,6.16µm
_2866_,6.16µm
_3215_,6.16µm
_0898_,6.14µm
_0918_,6.14µm
_1142_,6.14µm
_1273_,6.14µm
_2347_,6.14µm
_2523_,6.14µm
_2569_,6.14µm
_2572_,6.14µm
_2583_,6.14µm
_3792_,6.14µm
rst,6.11µm
_2535_,6.08µm
_2707_,6.08µm
_2762_,6.08µm
_0048_,6.06µm
_0158_,6.06µm
_0560_,6.06µm
_1195_,6.06µm
_1227_,6.06µm
_1343_,6.06µm
_1415_,6.06µm
_1977_,6.06µm
_2624_,6.06µm
_2820_,6.06µm
_3061_,6.06µm
_3115_,6.06µm
_4008_,6.06µm
_3507_,6.04µm
net845,6.04µm
net595,6.02µm
net731,6.02µm
i_a[1],5.99µm
i_b[0],5.99µm
o_res[11],5.99µm
o_res[12],5.99µm
o_res[13],5.99µm
o_res[14],5.99µm
net25,5.99µm
_1399_,5.98µm
_1730_,5.98µm
adder_inst.i_b\[12\],5.98µm
_4226_,5.97µm
_3498_,5.965µm
_0535_,5.96µm
_2034_,5.96µm
_2321_,5.96µm
_3561_,5.96µm
_3749_,5.96µm
_2072_,5.945µm
_0506_,5.94µm
_1127_,5.94µm
_1180_,5.94µm
_1286_,5.94µm
_1590_,5.94µm
_1861_,5.94µm
_3087_,5.94µm
_4402_,5.94µm
_0096_,5.92µm
_1494_,5.92µm
net691,5.92µm
net746,5.92µm
_1921_,5.9µm
_2031_,5.9µm
_1123_,5.895µm
_2772_,5.87µm
_0439_,5.86µm
_0644_,5.86µm
_0784_,5.86µm
_1157_,5.86µm
_3701_,5.86µm
_4307_,5.86µm
multiplier_inst.exp_final\[3\],5.86µm
_0119_,5.84µm
_1523_,5.84µm
_1616_,5.84µm
_1871_,5.84µm
_2322_,5.84µm
_2543_,5.84µm
_2701_,5.84µm
_3722_,5.84µm
_3739_,5.84µm
_3760_,5.84µm
_4184_,5.84µm
add_vld,5.84µm
multiplier_inst.exp_final_r\[5\],5.84µm
multiplier_inst.man_final_r\[18\],5.84µm
net811,5.84µm
_1173_,5.825µm
_1458_,5.82µm
_1912_,5.82µm
_2133_,5.82µm
_2453_,5.82µm
_3066_,5.82µm
_3586_,5.82µm
adder_inst.is_zero_a_r,5.82µm
_1090_,5.8µm
_1202_,5.8µm
_1250_,5.8µm
_1534_,5.8µm
_2217_,5.8µm
_2628_,5.8µm
_2852_,5.8µm
_3519_,5.8µm
_3574_,5.8µm
_4284_,5.8µm
net616,5.8µm
_0174_,5.78µm
i_b[18],5.77µm
_1225_,5.76µm
_1900_,5.76µm
_1022_,5.74µm
_1479_,5.74µm
_2703_,5.74µm
_3044_,5.74µm
_0414_,5.72µm
_0503_,5.72µm
_0588_,5.72µm
_0998_,5.72µm
_1007_,5.72µm
_2090_,5.72µm
_2399_,5.72µm
_2541_,5.72µm
_2754_,5.72µm
_2794_,5.72µm
_3139_,5.72µm
_3242_,5.72µm
_4066_,5.72µm
_4466_,5.72µm
_4523_,5.72µm
net85,5.72µm
_1820_,5.7µm
_3878_,5.7µm
_3576_,5.685µm
_1499_,5.68µm
_2275_,5.68µm
_3547_,5.68µm
_4019_,5.68µm
_4118_,5.68µm
_4188_,5.68µm
_4320_,5.68µm
net69,5.68µm
i_a[0],5.65µm
i_a[17],5.65µm
i_a[19],5.65µm
i_b[13],5.65µm
o_res[15],5.65µm
_4142_,5.63µm
_0836_,5.62µm
_1164_,5.62µm
_2190_,5.62µm
_4488_,5.62µm
_0149_,5.61µm
_0178_,5.6µm
_0739_,5.6µm
_1008_,5.6µm
_1054_,5.6µm
_1330_,5.6µm
_1413_,5.6µm
_1785_,5.6µm
_1948_,5.6µm
_2056_,5.6µm
_2495_,5.6µm
_2605_,5.6µm
_2626_,5.6µm
_2706_,5.6µm
_2763_,5.6µm
_3951_,5.6µm
_4277_,5.6µm
_4498_,5.6µm
_4547_,5.6µm
net665,5.6µm
mul_res\[26\],5.58µm
net782,5.58µm
net794,5.58µm
_1037_,5.56µm
_2332_,5.56µm
net55,5.56µm
_0293_,5.53µm
o_res[7],5.53µm
_0961_,5.52µm
_3324_,5.52µm
_3491_,5.52µm
_4179_,5.52µm
net717,5.52µm
_0046_,5.5µm
_0994_,5.5µm
_1305_,5.5µm
_1428_,5.5µm
_1559_,5.5µm
_1786_,5.5µm
_0409_,5.48µm
_0540_,5.48µm
_2233_,5.48µm
_2340_,5.48µm
_2342_,5.48µm
_2426_,5.48µm
_2980_,5.48µm
_3479_,5.48µm
_4048_,5.48µm
_4332_,5.48µm
_4454_,5.48µm
_4518_,5.48µm
net664,5.48µm
_3400_,5.46µm
net17,5.46µm
_0604_,5.4µm
_1793_,5.4µm
_2173_,5.4µm
_2564_,5.4µm
_3856_,5.4µm
_3961_,5.4µm
_4063_,5.4µm
_4218_,5.4µm
_4456_,5.4µm
_0522_,5.39µm
_0034_,5.38µm
_0075_,5.38µm
_1762_,5.38µm
_2356_,5.38µm
_3786_,5.38µm
_3949_,5.38µm
_4081_,5.38µm
add_res\[26\],5.38µm
add_res\[9\],5.38µm
adder_inst.i_a\[31\],5.38µm
multiplier_inst.exp_final_r\[7\],5.38µm
net16,5.38µm
net75,5.38µm
net77,5.38µm
_0615_,5.36µm
_0692_,5.36µm
_1004_,5.36µm
_1794_,5.36µm
_1822_,5.36µm
_4422_,5.36µm
_0015_,5.34µm
_0811_,5.34µm
_0880_,5.34µm
_2201_,5.34µm
_2330_,5.34µm
_2753_,5.34µm
_2870_,5.34µm
_3091_,5.34µm
_4257_,5.34µm
_4400_,5.34µm
_4440_,5.34µm
net747,5.34µm
net815,5.34µm
i_a[20],5.31µm
i_a[2],5.31µm
i_a[7],5.31µm
i_a[8],5.31µm
i_b[2],5.31µm
o_res[16],5.31µm
o_res[18],5.31µm
o_res[3],5.31µm
_0597_,5.28µm
_0642_,5.28µm
_0783_,5.28µm
_0847_,5.28µm
_1084_,5.28µm
_1247_,5.28µm
_2143_,5.28µm
_3635_,5.28µm
_4455_,5.28µm
adder_inst.sum_raw\[21\],5.28µm
_0617_,5.26µm
_0687_,5.26µm
_0844_,5.26µm
_0993_,5.26µm
_1598_,5.26µm
_1599_,5.26µm
_1940_,5.26µm
_2049_,5.26µm
_2221_,5.26µm
_2455_,5.26µm
_2668_,5.26µm
_3172_,5.26µm
_3296_,5.26µm
_3464_,5.26µm
_3572_,5.26µm
_3573_,5.26µm
_4502_,5.26µm
net726,5.26µm
_1490_,5.25µm
_1044_,5.24µm
_1488_,5.24µm
_3787_,5.24µm
net684,5.24µm
_2203_,5.22µm
_2306_,5.22µm
_3090_,5.22µm
_3133_,5.22µm
_3397_,5.22µm
_3456_,5.22µm
_4017_,5.22µm
net578,5.22µm
net587,5.22µm
net605,5.22µm
net617,5.22µm
net766,5.22µm
o_res[6],5.19µm
_2837_,5.16µm
_3631_,5.16µm
_0374_,5.14µm
_0697_,5.14µm
_0841_,5.14µm
_0857_,5.14µm
_0927_,5.14µm
_1450_,5.14µm
_1952_,5.14µm
_1986_,5.14µm
_2851_,5.14µm
_3423_,5.14µm
_4000_,5.14µm
_4035_,5.14µm
_4212_,5.14µm
_4316_,5.14µm
net800,5.12µm
_0256_,5.1µm
_1031_,5.1µm
_1982_,5.06µm
_2288_,5.06µm
_2729_,5.06µm
_2858_,5.06µm
_3048_,5.06µm
_3146_,5.06µm
_3195_,5.06µm
_3236_,5.06µm
_4151_,5.06µm
adder_inst.sign_sum,5.06µm
net758,5.06µm
_0997_,5.04µm
net699,5.04µm
net714,5.025µm
_0746_,5.02µm
_0773_,5.02µm
_0943_,5.02µm
_0949_,5.02µm
_1184_,5.02µm
_1916_,5.02µm
_2459_,5.02µm
_2742_,5.02µm
_3104_,5.02µm
_4283_,5.02µm
net668,5.02µm
_0038_,5µm
_0278_,5µm
_3252_,5µm
_3543_,4.975µm
_0382_,4.97µm
_2531_,4.95µm
_0070_,4.94µm
_1057_,4.94µm
_2158_,4.94µm
_2160_,4.94µm
_2977_,4.94µm
_2998_,4.94µm
_3559_,4.94µm
_4148_,4.94µm
_4541_,4.94µm
adder_inst.is_zero_a,4.94µm
adder_inst.man_b_r\[9\],4.94µm
adder_inst.sum_raw\[8\],4.94µm
_0074_,4.92µm
_0552_,4.92µm
_0800_,4.92µm
_1143_,4.92µm
_1526_,4.92µm
_1913_,4.92µm
_1934_,4.92µm
_2205_,4.92µm
_2368_,4.92µm
_3051_,4.92µm
_3118_,4.92µm
_3569_,4.92µm
_3836_,4.92µm
_4318_,4.92µm
mul_res\[31\],4.92µm
_0429_,4.9µm
_0517_,4.9µm
_0563_,4.9µm
_1596_,4.9µm
_2761_,4.9µm
_4002_,4.9µm
_4198_,4.9µm
_0095_,4.88µm
_1690_,4.88µm
_1850_,4.88µm
_3028_,4.88µm
_3441_,4.88µm
_3807_,4.88µm
net2,4.88µm
net713,4.88µm
o_res[0],4.85µm
o_res[2],4.85µm
overflow,4.85µm
_1161_,4.82µm
_1312_,4.82µm
_2686_,4.82µm
_4385_,4.82µm
_0143_,4.8µm
_0566_,4.8µm
_0672_,4.8µm
_0747_,4.8µm
_0819_,4.8µm
_0820_,4.8µm
_1198_,4.8µm
_1297_,4.8µm
_1311_,4.8µm
_1567_,4.8µm
_1821_,4.8µm
_2170_,4.8µm
_2472_,4.8µm
_2594_,4.8µm
_2927_,4.8µm
_2933_,4.8µm
_3367_,4.8µm
_3438_,4.8µm
_3604_,4.8µm
_3614_,4.8µm
_4436_,4.8µm
_4515_,4.8µm
net689,4.8µm
_0631_,4.78µm
_1761_,4.78µm
_1010_,4.76µm
_1103_,4.76µm
_1205_,4.76µm
_3258_,4.76µm
_3850_,4.76µm
_4117_,4.76µm
_4430_,4.76µm
net71,4.76µm
net73,4.76µm
_0083_,4.725µm
_2363_,4.7µm
_2147_,4.685µm
_0550_,4.68µm
_0791_,4.68µm
_0942_,4.68µm
_0985_,4.68µm
_1196_,4.68µm
_1678_,4.68µm
_2755_,4.68µm
adder_inst.i_a\[12\],4.68µm
_0358_,4.66µm
net805,4.66µm
net835,4.66µm
_0132_,4.61µm
_0257_,4.61µm
_3226_,4.6µm
_3636_,4.6µm
_3651_,4.6µm
add_res\[14\],4.6µm
net715,4.6µm
net802,4.6µm
_0136_,4.58µm
_1817_,4.58µm
_2590_,4.58µm
_4319_,4.58µm
_0529_,4.56µm
_1627_,4.56µm
_1704_,4.56µm
_1877_,4.56µm
_2331_,4.56µm
_3055_,4.56µm
_3798_,4.56µm
_4191_,4.56µm
_0241_,4.54µm
_0399_,4.54µm
_0400_,4.54µm
_0404_,4.54µm
_0725_,4.54µm
net22,4.54µm
net63,4.54µm
net779,4.54µm
_0290_,4.53µm
_0045_,4.48µm
_0076_,4.48µm
_0103_,4.48µm
_0663_,4.48µm
_0772_,4.48µm
_1309_,4.48µm
_1848_,4.48µm
_3431_,4.48µm
_3579_,4.48µm
_3647_,4.48µm
_3839_,4.48µm
_3986_,4.48µm
_4447_,4.48µm
_4544_,4.48µm
net101,4.48µm
_0023_,4.46µm
_0030_,4.46µm
_0071_,4.46µm
_0564_,4.46µm
_2053_,4.46µm
_2393_,4.46µm
_2511_,4.46µm
_2554_,4.46µm
_2973_,4.46µm
_3150_,4.46µm
_3570_,4.46µm
_4097_,4.46µm
_4363_,4.46µm
mul_res\[1\],4.46µm
multiplier_inst.man_final_r\[16\],4.46µm
multiplier_inst.man_final_r\[5\],4.46µm
net1,4.46µm
net4,4.46µm
_0945_,4.44µm
_1992_,4.44µm
_4323_,4.44µm
_4462_,4.44µm
_0019_,4.42µm
_1348_,4.42µm
_1462_,4.42µm
_1709_,4.42µm
_3655_,4.42µm
_3672_,4.42µm
_3862_,4.42µm
_4372_,4.42µm
net604,4.42µm
net632,4.42µm
net813,4.42µm
_3403_,4.365µm
_1837_,4.36µm
_2364_,4.36µm
_2425_,4.36µm
adder_inst.i_a\[5\],4.36µm
net582,4.36µm
_1310_,4.34µm
_1401_,4.34µm
_2011_,4.34µm
_2345_,4.34µm
_2698_,4.34µm
_2748_,4.34µm
_3455_,4.34µm
_3540_,4.34µm
_4011_,4.34µm
_4165_,4.34µm
_4546_,4.34µm
adder_inst.man_b_r\[23\],4.34µm
mul_res\[25\],4.34µm
net787,4.34µm
_0259_,4.32µm
_3813_,4.32µm
net33,4.265µm
_2357_,4.24µm
_4013_,4.24µm
adder_inst.i_a\[17\],4.24µm
_0234_,4.22µm
_0982_,4.22µm
_1238_,4.22µm
_1368_,4.22µm
_1641_,4.22µm
_2758_,4.22µm
net832,4.22µm
_3529_,4.2µm
net634,4.2µm
net755,4.2µm
_1418_,4.16µm
_2963_,4.15µm
adder_inst.sum_raw\[23\],4.145µm
_2461_,4.14µm
_3530_,4.14µm
_3640_,4.14µm
_4255_,4.14µm
add_res\[4\],4.14µm
adder_inst.i_b\[7\],4.14µm
_4425_,4.135µm
_0167_,4.12µm
_0308_,4.12µm
_1520_,4.12µm
_1688_,4.12µm
_2656_,4.12µm
_4294_,4.12µm
